Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Sc,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Educ,Family_Income,Stress_Level (1-10)
S175,Sara,Jones,student175@univ.edu,Male,20,Mathematics,89.96,42,59,80.33,54.44,93.86,62.73,64.74,F,17.4,Yes,Yes,Master's,Low,6
S176,Liam,Johnson,student176@univ.edu,Female,19,Engineering,97.82,80,50,67.55,76.02,83.65,85.73,74.99,A,22.6,Yes,Yes,High School,Low,5
S177,Omar,Jones,student177@univ.edu,Female,19,Engineering,53.19,96,44,99.03,63.55,22.9,52.11,72.79,A,11.4,Yes,Yes,None,Medium,10
S178,Liam,Williams,student178@univ.edu,Male,22,Business,63.84,98,55,61.05,74.4,41.57,64.4,89.2,B,27.4,No,Yes,Master's,High,8
S179,Maria,Jones,student179@univ.edu,Female,18,CS,80.64,43,56,91.08,70.82,79.52,69.09,99.37,C,8.8,No,Yes,None,Low,10
S180,Omar,Davis,student180@univ.edu,Male,19,Mathematics,74.58,60,98,65.84,51.05,55.7,80.54,64.43,B,6.0,No,No,Master's,Low,9
S181,Maria,Williams,student181@univ.edu,Male,24,Engineering,76.13,70,63,77.68,85.04,86.15,69.13,97.92,C,27.6,No,Yes,PhD,Low,2
S182,Maria,Williams,student182@univ.edu,Male,23,Business,69.62,51,87,71.31,65.39,83.62,91.68,52.2,C,24.1,No,Yes,None,Medium,10
S183,Maria,Williams,student183@univ.edu,Male,24,Engineering,79.84,51,54,67.11,62.21,93.71,79.63,45.79,B,10.0,Yes,No,PhD,High,9
S184,John,Johnson,student184@univ.edu,Female,24,Mathematics,94.87,76,95,88.37,82.35,97.64,96.87,92.06,F,6.7,No,Yes,High School,High,10
S185,Ahmed,Johnson,student185@univ.edu,Male,24,Mathematics,70.89,90,43,87.8,72.59,30.32,95.3,53.82,C,7.2,Yes,No,Bachelor's,High,4
S186,Sara,Johnson,student186@univ.edu,Male,23,Engineering,54.51,49,73,61.25,74.81,60.65,73.12,93.75,F,6.6,Yes,No,None,High,10
S187,Maria,Williams,student187@univ.edu,Female,21,Engineering,96.79,57,72,91.37,91.45,56.42,87.14,65.21,A,10.5,No,Yes,Bachelor's,Medium,1
S188,Emma,Smith,student188@univ.edu,Female,21,Business,88.74,59,68,93.78,96.67,50.53,79.81,85.04,B,29.3,Yes,Yes,None,High,5
S189,Sara,Smith,student189@univ.edu,Female,19,Engineering,94.16,94,61,74.62,85.46,61.79,62.18,78.22,A,12.7,No,No,Bachelor's,Medium,3
S190,Omar,Davis,student190@univ.edu,Male,21,Mathematics,53.32,68,77,90.66,97.8,24.83,94.86,43.47,C,13.6,Yes,Yes,High School,High,1
S191,Ahmed,Johnson,student191@univ.edu,Female,20,Mathematics,79.88,60,77,55.86,53.13,4.14,52.44,79.95,B,10.8,No,No,Master's,Medium,8
S192,John,Jones,student192@univ.edu,Female,24,Mathematics,95.84,96,55,73.29,58.24,56.82,94.58,62.5,B,21.9,Yes,No,PhD,Medium,6
S193,Ali,Brown,student193@univ.edu,Female,20,CS,52.45,89,69,73.37,60.84,21.6,64.93,72.13,A,12.1,No,Yes,Bachelor's,Medium,9
S194,Ali,Jones,student194@univ.edu,Female,23,Business,69.36,94,80,69.44,81.41,35.51,78.41,48.95,F,19.6,No,No,High School,Low,7
S195,Sara,Smith,student195@univ.edu,Female,20,CS,76.54,99,40,91.26,74.49,65.67,96.91,78.87,C,23.2,No,Yes,High School,Low,8
S196,Maria,Brown,student196@univ.edu,Male,19,Business,99.59,72,62,80.68,73.7,63.51,92.92,45.98,F,24.7,Yes,No,High School,Low,6
S197,Liam,Williams,student197@univ.edu,Female,23,Business,97.54,77,72,99.95,73.52,24.53,57.5,50.94,B,22.1,Yes,Yes,PhD,Low,8
S198,Maria,Williams,student198@univ.edu,Male,21,CS,52.8,61,61,62.29,61.37,77.51,67.72,72.67,B,25.4,Yes,No,Master's,High,6
S199,John,Williams,student199@univ.edu,Female,22,Engineering,87.57,50,73,58.7,70.59,90.01,54.64,80.86,B,18.8,Yes,Yes,High School,Medium,10
S200,Maria,Williams,student200@univ.edu,Female,18,Engineering,91.98,52,82,72.96,76.16,94.82,64.98,89.03,F,15.7,Yes,No,Master's,Low,6
S201,Ali,Smith,student201@univ.edu,Female,21,Business,91.63,60,97,61.58,70.42,92.2,89.74,45.25,D,15.3,Yes,Yes,Master's,Medium,2
S202,John,Jones,student202@univ.edu,Male,23,Engineering,86.99,55,53,58.71,83.34,2.19,55.33,51.16,C,20.6,Yes,No,PhD,High,4
S203,Ahmed,Davis,student203@univ.edu,Male,18,Engineering,80.44,54,68,58.51,85.81,68.76,91.85,85.46,C,16.6,No,No,Master's,Low,7
S204,Ahmed,Johnson,student204@univ.edu,Female,18,Mathematics,68.91,58,81,97.29,61.73,17.71,63.91,65.36,A,18.1,No,Yes,Bachelor's,High,1
S205,Ahmed,Johnson,student205@univ.edu,Male,20,Business,83.11,55,54,86.78,75.53,20.15,89.85,77.74,C,20.5,No,No,None,Low,7
S206,Ali,Brown,student206@univ.edu,Male,19,Engineering,70.69,66,52,66.74,69.63,86.46,62.4,61.14,D,19.2,No,Yes,PhD,Low,3
S207,Ali,Davis,student207@univ.edu,Female,22,Mathematics,98.28,73,63,92.1,68.07,92.29,77.69,86.26,D,22.4,Yes,Yes,Bachelor's,Low,5
S208,Liam,Brown,student208@univ.edu,Female,24,CS,69.28,91,42,59.6,89.5,2.8,99.67,47.75,F,23.9,Yes,Yes,Bachelor's,Low,10
S209,Maria,Davis,student209@univ.edu,Female,20,Business,91.25,48,76,78.27,88.68,18.38,75.97,56.13,A,11.8,Yes,Yes,Bachelor's,High,5
S210,Ali,Davis,student210@univ.edu,Female,19,Engineering,67.88,96,80,70.1,99.88,99.28,88.64,56.93,D,23.7,Yes,Yes,PhD,Low,7
S211,John,Johnson,student211@univ.edu,Male,20,Business,50.78,56,47,91.23,64.74,48.37,59.84,72.8,D,24.6,No,Yes,Master's,High,2
S212,Ahmed,Williams,student212@univ.edu,Female,23,Business,89.66,73,50,51.16,58.47,17.36,92.25,98.72,C,17.9,Yes,No,High School,Medium,7
S213,Emma,Davis,student213@univ.edu,Female,23,Mathematics,98.09,86,58,90.16,56.95,95.73,61.47,49.69,D,26.4,No,Yes,Bachelor's,Low,6
S214,Maria,Davis,student214@univ.edu,Male,20,Mathematics,82.15,85,88,68.41,53.95,35.0,69.46,72.5,A,28.9,No,Yes,High School,Low,5
S215,Emma,Jones,student215@univ.edu,Female,18,Business,81.27,45,99,86.01,93.19,18.18,64.9,61.05,F,19.7,Yes,No,None,High,4
S216,Omar,Jones,student216@univ.edu,Male,22,CS,64.51,70,41,92.07,68.32,33.47,91.04,98.65,B,21.7,Yes,Yes,PhD,Medium,7
S217,Omar,Jones,student217@univ.edu,Female,21,Engineering,68.26,86,98,76.74,60.47,39.39,92.65,46.99,D,13.2,No,No,High School,Low,4
S218,Ali,Smith,student218@univ.edu,Male,18,Engineering,89.31,55,54,78.87,51.84,40.86,84.93,85.91,D,17.3,Yes,No,High School,High,5
S219,Liam,Williams,student219@univ.edu,Male,18,Engineering,99.31,59,65,80.89,50.67,93.15,73.06,61.72,A,25.6,Yes,Yes,High School,High,3
S220,Emma,Smith,student220@univ.edu,Male,23,CS,69.96,58,43,52.63,68.57,35.34,80.55,97.03,C,18.0,Yes,Yes,None,High,5
S221,Liam,Jones,student221@univ.edu,Female,18,Mathematics,87.44,73,85,75.58,59.39,58.55,66.88,93.12,F,17.6,No,Yes,Master's,Low,9
S222,Maria,Smith,student222@univ.edu,Female,24,CS,91.06,46,45,67.61,56.51,55.5,83.14,88.98,A,28.9,No,No,PhD,Medium,3
S223,John,Brown,student223@univ.edu,Male,22,CS,85.24,81,99,69.3,93.79,42.35,64.35,56.85,F,15.3,Yes,Yes,Master's,Low,9
S224,Omar,Johnson,student224@univ.edu,Male,24,Business,66.69,48,56,98.06,79.74,36.15,87.71,63.1,B,28.5,No,No,None,High,7
S225,Emma,Johnson,student225@univ.edu,Female,20,CS,56.2,82,58,94.8,97.48,87.01,59.66,71.32,C,26.4,Yes,Yes,None,Medium,3
S226,Omar,Smith,student226@univ.edu,Female,19,CS,61.67,76,83,64.67,96.75,78.61,70.65,85.96,C,22.0,Yes,Yes,Master's,Low,1
S227,Emma,Johnson,student227@univ.edu,Female,18,Business,90.91,81,48,79.42,92.9,86.29,91.33,62.37,F,26.5,No,Yes,PhD,Medium,1
S228,John,Johnson,student228@univ.edu,Male,24,Business,81.41,80,98,83.47,98.74,64.54,65.83,57.29,B,8.5,No,Yes,None,High,6
S229,Liam,Williams,student229@univ.edu,Male,19,Mathematics,65.78,47,59,99.58,81.98,49.46,70.07,99.5,B,25.6,No,Yes,PhD,High,5
S230,Sara,Johnson,student230@univ.edu,Female,18,CS,64.13,85,81,64.62,97.72,2.9,95.95,77.26,A,10.0,Yes,Yes,None,Low,9
S231,Sara,Brown,student231@univ.edu,Female,18,Engineering,88.96,46,50,99.82,58.87,5.53,55.91,82.49,C,29.6,Yes,Yes,Master's,High,3
S232,Ali,Davis,student232@univ.edu,Male,22,Mathematics,98.78,75,41,55.14,56.61,43.42,82.9,90.64,F,25.3,Yes,No,High School,High,2
S233,Omar,Davis,student233@univ.edu,Male,19,Engineering,95.9,97,95,62.95,89.39,4.3,93.13,75.16,F,29.2,Yes,No,None,Low,8
S234,Emma,Johnson,student234@univ.edu,Female,24,Mathematics,68.68,52,79,66.29,76.61,77.94,72.08,68.61,B,5.5,No,No,Bachelor's,High,5
S235,Omar,Williams,student235@univ.edu,Male,19,CS,83.3,53,82,96.74,50.23,52.57,84.53,56.12,B,17.7,Yes,Yes,Bachelor's,Low,2
S236,John,Johnson,student236@univ.edu,Male,24,Engineering,74.65,74,90,86.91,88.12,16.65,69.34,53.22,B,26.8,No,Yes,None,High,10
S237,Sara,Jones,student237@univ.edu,Female,24,Engineering,75.24,53,92,50.83,75.59,65.74,87.25,61.44,A,13.0,No,No,Master's,Low,10
S238,John,Smith,student238@univ.edu,Female,23,Engineering,51.31,61,63,73.93,85.21,98.64,76.61,59.35,F,27.7,Yes,No,None,High,6
S239,Emma,Davis,student239@univ.edu,Male,22,Business,79.65,44,70,70.48,53.86,39.93,74.49,87.26,A,8.4,Yes,Yes,None,Low,1
S240,Sara,Johnson,student240@univ.edu,Male,22,Business,62.0,94,86,83.69,63.41,6.08,79.92,48.74,F,29.5,Yes,Yes,Master's,Medium,4
S241,Liam,Smith,student241@univ.edu,Female,19,Engineering,93.42,63,89,56.92,72.71,98.69,97.09,95.32,C,29.3,No,Yes,PhD,High,3
S242,Ali,Brown,student242@univ.edu,Male,20,Mathematics,79.28,85,99,99.43,52.34,74.93,95.26,49.85,D,21.4,No,Yes,Master's,High,3
S243,Ali,Jones,student243@univ.edu,Female,20,Business,73.39,88,72,92.05,67.9,7.67,68.45,79.99,A,19.7,Yes,Yes,None,High,2
S244,Maria,Davis,student244@univ.edu,Female,24,Mathematics,75.91,61,43,62.32,76.04,16.27,60.48,50.48,C,16.8,Yes,Yes,PhD,Low,1
S245,John,Smith,student245@univ.edu,Male,19,Mathematics,53.78,41,99,88.9,64.26,91.0,65.02,78.7,C,8.4,Yes,Yes,High School,Medium,9
S246,Emma,Davis,student246@univ.edu,Female,23,CS,88.66,71,69,59.98,64.75,6.48,75.9,61.38,C,26.3,No,No,None,Low,1
S247,Liam,Johnson,student247@univ.edu,Male,20,Business,74.58,78,90,61.28,71.34,80.25,95.59,48.8,B,16.7,Yes,No,None,High,7
S248,Emma,Williams,student248@univ.edu,Male,24,Business,69.21,86,49,87.29,58.83,52.14,97.61,40.53,D,17.6,Yes,No,Bachelor's,Low,4
S249,Ahmed,Brown,student249@univ.edu,Male,24,Mathematics,80.41,70,87,77.91,54.16,12.58,99.95,81.52,F,9.3,Yes,No,High School,High,1
S250,John,Williams,student250@univ.edu,Male,19,Mathematics,86.02,60,41,67.77,51.4,46.12,58.6,69.24,B,12.2,No,Yes,PhD,High,3
S251,Liam,Smith,student251@univ.edu,Male,20,Engineering,80.42,92,69,99.17,63.93,30.82,99.67,60.12,C,24.9,Yes,Yes,Master's,Low,8
S252,Ahmed,Brown,student252@univ.edu,Female,18,CS,52.87,76,50,91.4,91.15,95.75,73.29,98.98,B,6.6,No,No,Bachelor's,High,4
S253,Omar,Brown,student253@univ.edu,Male,24,Business,75.76,49,77,57.27,87.75,31.19,88.1,76.15,F,14.9,Yes,No,None,Low,7
S254,Liam,Johnson,student254@univ.edu,Male,24,CS,83.67,97,58,50.64,93.78,98.13,99.8,73.84,A,19.3,No,No,None,High,7
S255,Maria,Jones,student255@univ.edu,Female,23,Business,60.89,66,49,64.55,53.32,33.76,52.04,58.92,F,20.2,No,No,High School,High,10
S256,John,Brown,student256@univ.edu,Female,22,Mathematics,93.16,64,81,62.69,61.82,48.58,50.74,76.74,A,15.6,No,Yes,High School,Low,1
S257,Sara,Williams,student257@univ.edu,Male,20,Engineering,61.25,44,74,81.53,77.73,41.49,85.63,41.03,F,19.4,Yes,No,High School,Medium,5
S258,Ali,Smith,student258@univ.edu,Male,20,Business,62.61,78,46,59.05,71.9,47.9,96.08,74.19,F,16.6,Yes,No,PhD,High,10
S259,Emma,Williams,student259@univ.edu,Female,24,Business,97.06,74,59,96.49,87.54,67.91,68.96,51.32,A,25.3,Yes,No,High School,High,1
S260,Omar,Williams,student260@univ.edu,Male,23,CS,99.81,68,68,98.94,62.42,72.57,86.18,40.4,C,27.6,No,Yes,High School,High,9
S261,Ahmed,Williams,student261@univ.edu,Female,22,Mathematics,81.57,58,45,54.98,67.78,65.02,52.2,84.3,C,5.4,No,No,None,High,8
S262,Emma,Smith,student262@univ.edu,Male,20,CS,90.84,87,95,52.09,87.34,36.56,57.02,92.97,C,7.0,Yes,Yes,PhD,High,10
S263,Omar,Jones,student263@univ.edu,Male,22,Business,68.68,73,59,56.49,65.31,92.72,62.44,94.75,F,8.3,Yes,No,High School,Low,2
S264,Maria,Williams,student264@univ.edu,Male,20,Mathematics,59.73,44,64,61.33,81.93,10.02,93.31,56.86,F,7.0,No,No,PhD,High,1
S265,Emma,Davis,student265@univ.edu,Male,24,CS,86.83,41,85,87.81,82.96,11.3,87.29,40.77,F,18.4,Yes,Yes,None,Low,1
S266,John,Williams,student266@univ.edu,Male,18,Engineering,82.86,48,71,68.26,97.63,14.06,97.35,98.2,D,11.8,No,Yes,None,Low,9
S267,Maria,Smith,student267@univ.edu,Male,21,CS,56.69,65,44,51.28,64.62,15.61,60.94,57.89,D,18.3,Yes,No,PhD,Low,3
S268,Liam,Davis,student268@univ.edu,Male,19,Mathematics,81.28,76,60,77.09,78.93,57.92,64.41,57.43,C,20.5,No,Yes,Bachelor's,Low,9
S269,Liam,Smith,student269@univ.edu,Female,19,Business,93.59,92,68,58.12,81.78,38.08,58.51,59.47,F,22.0,Yes,No,Master's,Low,9
S270,Sara,Smith,student270@univ.edu,Female,21,Mathematics,95.69,88,67,67.79,54.09,90.54,69.58,80.15,D,18.9,Yes,No,PhD,Low,7
S271,John,Williams,student271@univ.edu,Female,23,CS,81.85,61,70,63.28,77.29,90.14,83.54,87.35,C,22.7,Yes,Yes,None,Low,9
S272,Maria,Brown,student272@univ.edu,Female,24,CS,96.99,83,74,81.06,81.2,18.05,52.43,84.4,A,22.8,No,Yes,Bachelor's,Low,7
S273,Omar,Davis,student273@univ.edu,Female,22,Business,85.72,52,66,57.24,71.01,7.04,60.92,61.25,F,9.3,Yes,Yes,High School,Low,4
S274,Omar,Smith,student274@univ.edu,Female,19,Engineering,86.09,56,65,55.81,81.16,81.85,64.02,63.36,A,15.3,No,Yes,High School,Medium,1
S275,Emma,Jones,student275@univ.edu,Male,21,Mathematics,89.5,47,69,50.01,51.19,41.9,86.41,42.25,D,10.2,No,No,None,Medium,8
S276,Sara,Brown,student276@univ.edu,Female,20,CS,59.83,83,75,70.29,84.34,29.47,66.8,89.43,A,18.9,Yes,No,Bachelor's,Medium,7
S277,John,Williams,student277@univ.edu,Female,24,Mathematics,76.79,98,96,59.93,97.57,31.49,50.3,73.25,D,26.0,No,Yes,High School,Low,9
S278,John,Smith,student278@univ.edu,Female,18,Business,78.72,62,86,96.66,84.3,3.47,67.2,65.59,C,26.0,No,Yes,PhD,Low,7
S279,Maria,Brown,student279@univ.edu,Male,22,Engineering,59.38,82,86,66.56,70.22,47.15,58.12,50.01,B,20.6,No,Yes,High School,High,1
S280,Omar,Williams,student280@univ.edu,Female,22,Engineering,98.26,65,47,53.75,97.95,35.81,85.68,85.49,B,20.7,Yes,No,High School,High,10
S281,Ahmed,Williams,student281@univ.edu,Female,21,Engineering,96.44,89,48,72.99,83.2,74.92,97.81,42.11,D,16.3,Yes,Yes,PhD,High,4
S282,John,Smith,student282@univ.edu,Female,20,Engineering,89.65,80,84,70.67,95.16,83.76,79.91,88.16,D,5.9,Yes,Yes,PhD,Medium,4
S283,Ali,Smith,student283@univ.edu,Male,24,Business,97.53,47,48,95.13,87.25,89.72,84.83,96.57,C,5.5,No,No,Master's,High,4
S284,John,Williams,student284@univ.edu,Female,19,CS,54.48,55,88,69.43,87.58,90.86,96.13,53.27,A,22.9,No,Yes,Master's,High,1
S285,Omar,Smith,student285@univ.edu,Female,22,Mathematics,54.41,77,99,86.2,70.6,44.36,67.29,63.17,A,14.1,Yes,No,PhD,Low,10
S286,Omar,Smith,student286@univ.edu,Male,20,Mathematics,92.62,46,91,51.2,52.95,31.92,76.6,84.72,D,11.1,No,Yes,Bachelor's,Low,7
S287,John,Williams,student287@univ.edu,Male,24,Business,64.71,89,90,53.56,91.81,58.16,94.12,92.87,D,20.8,Yes,No,None,High,8
S288,Emma,Jones,student288@univ.edu,Male,21,CS,53.45,87,96,71.81,97.56,54.17,94.35,72.0,A,15.0,No,No,Bachelor's,Low,8
S289,Liam,Jones,student289@univ.edu,Male,22,Business,80.83,71,42,54.01,98.12,17.66,66.46,73.29,B,9.4,No,Yes,PhD,Medium,6
S290,Omar,Jones,student290@univ.edu,Male,19,CS,72.88,69,79,75.95,91.35,6.76,65.1,90.2,F,19.3,No,No,Bachelor's,High,9
S291,Ahmed,Brown,student291@univ.edu,Female,23,Engineering,88.31,84,96,69.69,57.43,91.76,54.64,84.11,F,26.8,No,Yes,High School,Low,9
S292,Omar,Smith,student292@univ.edu,Female,23,Engineering,51.36,77,93,61.33,80.89,30.85,71.69,50.2,D,9.9,No,No,High School,Low,1
S293,Maria,Smith,student293@univ.edu,Female,23,CS,80.12,66,59,83.78,54.47,3.7,64.42,63.35,A,7.7,Yes,Yes,None,Low,3
S294,John,Williams,student294@univ.edu,Male,19,Engineering,55.23,42,70,74.84,73.87,82.17,55.42,88.55,D,14.4,No,No,PhD,Medium,5
S295,Maria,Davis,student295@univ.edu,Male,22,Business,81.0,70,65,57.37,81.07,95.99,51.27,75.96,C,25.3,Yes,No,Master's,Low,1
S296,Liam,Johnson,student296@univ.edu,Female,21,Engineering,51.41,56,83,88.59,73.1,87.45,77.33,95.12,A,14.4,Yes,No,None,High,6
S297,Omar,Johnson,student297@univ.edu,Female,22,Business,69.29,98,76,55.53,60.48,79.91,64.8,96.84,B,9.4,No,No,None,Low,3
S298,Ali,Brown,student298@univ.edu,Female,20,Engineering,55.78,98,50,72.06,90.44,56.02,55.44,65.66,A,12.5,No,No,PhD,Medium,8
S299,John,Brown,student299@univ.edu,Male,23,Business,85.49,91,93,75.18,50.0,71.18,78.17,73.8,F,13.8,No,Yes,High School,Low,7
S300,Maria,Brown,student300@univ.edu,Male,24,CS,61.65,92,78,97.87,81.71,15.16,86.07,86.12,B,9.3,Yes,Yes,Master's,Medium,8
S301,Omar,Davis,student301@univ.edu,Female,21,Engineering,63.52,54,57,66.11,62.07,32.28,56.24,68.17,F,6.1,Yes,No,High School,Medium,3
S302,Omar,Brown,student302@univ.edu,Male,24,Mathematics,58.4,75,47,58.91,69.89,15.81,51.99,74.46,C,17.0,No,Yes,PhD,Medium,1
S303,Ahmed,Johnson,student303@univ.edu,Female,18,Mathematics,89.9,72,59,79.36,70.78,37.45,81.18,65.7,F,12.8,Yes,No,PhD,High,5
S304,John,Brown,student304@univ.edu,Female,21,Mathematics,52.48,77,98,59.1,63.84,42.28,85.15,69.64,D,9.6,Yes,No,PhD,Low,4
S305,Maria,Brown,student305@univ.edu,Male,18,CS,64.94,63,71,73.55,72.1,97.72,81.12,92.91,F,23.3,Yes,Yes,None,Medium,2
S306,Omar,Williams,student306@univ.edu,Female,22,Business,56.77,85,74,77.95,60.17,57.28,69.06,69.74,F,20.8,No,No,High School,Low,3
S307,Sara,Johnson,student307@univ.edu,Male,21,Engineering,90.69,69,85,79.47,76.33,11.75,75.95,79.75,D,12.7,No,Yes,High School,Medium,6
S308,Sara,Jones,student308@univ.edu,Female,21,Mathematics,90.02,99,44,60.97,84.99,99.27,55.78,81.56,A,25.9,Yes,Yes,None,Medium,5
S309,Emma,Johnson,student309@univ.edu,Female,20,CS,68.98,54,74,64.93,92.54,40.79,63.48,57.89,B,21.4,Yes,Yes,None,Medium,1
S310,John,Smith,student310@univ.edu,Female,24,CS,55.87,88,79,95.69,95.5,10.08,64.99,92.62,B,13.1,No,No,Master's,Low,4
S311,Ahmed,Johnson,student311@univ.edu,Male,19,Engineering,86.48,58,81,88.67,74.99,45.36,79.53,68.99,A,15.4,No,No,Bachelor's,Low,1
S312,Maria,Davis,student312@univ.edu,Female,18,Engineering,52.65,57,91,95.26,53.17,6.76,72.54,80.65,B,11.9,Yes,No,PhD,High,5
S313,Liam,Davis,student313@univ.edu,Male,19,Business,53.15,49,77,52.55,63.08,29.97,53.56,63.0,D,5.8,No,Yes,Bachelor's,High,1
S314,Sara,Davis,student314@univ.edu,Male,18,CS,57.85,54,77,98.3,95.06,25.02,72.66,59.95,D,19.9,Yes,Yes,Bachelor's,High,9
S315,Liam,Davis,student315@univ.edu,Male,22,CS,56.44,41,88,75.25,70.6,97.27,59.74,57.1,B,24.1,No,No,Bachelor's,High,7
S316,Omar,Johnson,student316@univ.edu,Male,22,Mathematics,91.93,61,98,57.01,87.88,29.79,58.01,84.92,D,26.4,No,Yes,Bachelor's,High,4
S317,Ahmed,Johnson,student317@univ.edu,Male,24,Business,84.63,68,88,74.27,77.02,98.21,80.91,51.22,B,19.8,No,No,PhD,Low,3
S318,Ali,Jones,student318@univ.edu,Female,21,CS,92.79,69,64,86.29,75.94,57.91,61.56,84.45,C,15.6,No,Yes,Bachelor's,Medium,2
S319,Emma,Smith,student319@univ.edu,Male,20,Engineering,74.08,62,81,72.24,87.61,65.42,60.44,80.72,F,27.1,Yes,No,PhD,High,2
S320,Omar,Williams,student320@univ.edu,Female,22,Mathematics,76.98,91,47,89.08,80.45,30.61,67.92,41.82,D,19.9,No,No,Bachelor's,Medium,9
S321,Maria,Davis,student321@univ.edu,Male,24,Mathematics,51.94,92,99,88.72,51.76,48.95,85.93,91.39,D,11.0,No,No,None,High,6
S322,John,Brown,student322@univ.edu,Female,22,Mathematics,96.29,73,55,79.92,50.29,78.24,78.71,84.27,A,17.5,No,No,Master's,Low,6
S323,Liam,Smith,student323@univ.edu,Female,21,Mathematics,83.63,58,99,75.72,63.76,89.47,60.32,50.18,A,25.8,Yes,No,None,Low,2
S324,Omar,Davis,student324@univ.edu,Male,18,CS,62.69,97,40,60.09,92.27,27.16,75.4,82.86,B,16.6,Yes,No,None,Medium,10
S325,Maria,Davis,student325@univ.edu,Female,21,Engineering,92.03,52,70,79.45,74.61,7.55,56.04,79.78,F,27.7,Yes,Yes,PhD,High,3
S326,Emma,Jones,student326@univ.edu,Male,21,CS,71.61,87,52,50.62,81.06,48.04,66.13,57.71,D,28.8,No,No,High School,Low,8
S327,Sara,Brown,student327@univ.edu,Female,19,CS,51.19,43,79,99.29,81.48,26.61,76.65,61.13,F,21.4,Yes,Yes,Bachelor's,High,5
S328,John,Davis,student328@univ.edu,Male,22,Engineering,72.14,50,96,72.05,93.14,7.43,85.01,60.4,D,28.0,Yes,Yes,PhD,High,1
S329,Sara,Smith,student329@univ.edu,Male,20,Mathematics,52.09,97,67,71.98,55.66,55.99,54.2,95.34,D,11.4,Yes,Yes,Master's,Low,5
S330,Omar,Williams,student330@univ.edu,Male,23,CS,70.14,49,50,80.32,69.82,58.82,75.88,54.44,C,22.6,No,Yes,Master's,Low,4
S331,Sara,Jones,student331@univ.edu,Male,24,Mathematics,94.84,47,81,57.1,81.46,56.9,59.94,49.65,C,14.0,Yes,No,Bachelor's,High,6
S332,Omar,Brown,student332@univ.edu,Male,20,Engineering,64.99,40,85,54.36,51.61,37.97,91.24,51.4,D,27.0,No,No,PhD,Medium,3
S333,John,Brown,student333@univ.edu,Male,22,CS,71.28,61,59,69.05,70.9,82.51,97.51,67.67,C,18.6,Yes,No,Master's,Low,4
S334,Ali,Jones,student334@univ.edu,Male,19,Engineering,86.25,44,43,50.76,72.04,72.96,76.22,50.57,F,11.6,Yes,Yes,PhD,Low,1
S335,Sara,Brown,student335@univ.edu,Female,22,Engineering,59.29,80,74,89.43,91.07,47.21,65.29,85.09,C,15.6,Yes,No,PhD,Medium,4
S336,Ahmed,Johnson,student336@univ.edu,Male,24,CS,81.39,53,83,95.27,86.81,72.24,58.22,88.33,D,9.9,No,Yes,High School,High,10
S337,Omar,Williams,student337@univ.edu,Female,24,Engineering,68.25,86,69,51.76,84.44,60.42,58.47,70.02,F,21.1,Yes,No,High School,Low,8
S338,Emma,Jones,student338@univ.edu,Male,21,Business,69.87,43,74,92.45,76.35,48.87,69.08,72.36,A,21.9,Yes,No,Master's,Medium,4
S339,Omar,Brown,student339@univ.edu,Male,22,Mathematics,84.7,99,50,50.38,57.71,84.19,59.04,83.53,B,21.5,No,Yes,High School,High,10
S340,Ahmed,Jones,student340@univ.edu,Female,23,CS,83.66,54,80,91.39,51.12,65.52,56.99,95.83,D,22.7,No,Yes,Master's,Low,8
S341,John,Smith,student341@univ.edu,Female,20,Engineering,52.35,92,52,67.59,90.7,9.73,80.36,70.7,C,27.5,No,Yes,None,High,10
S342,Maria,Johnson,student342@univ.edu,Male,21,Engineering,85.41,95,64,60.84,57.23,61.22,65.8,86.55,A,24.6,Yes,No,PhD,Medium,4
S343,Emma,Davis,student343@univ.edu,Female,21,Engineering,73.33,47,71,58.57,91.03,70.86,75.84,99.82,A,11.8,Yes,No,High School,High,4
S344,Maria,Smith,student344@univ.edu,Female,19,Engineering,78.21,66,92,63.05,77.47,56.02,73.69,50.48,B,24.8,Yes,Yes,None,Medium,7
S345,Emma,Brown,student345@univ.edu,Female,22,Business,90.28,42,43,72.22,59.94,66.82,58.63,92.96,D,23.6,No,No,Master's,High,8
S346,Omar,Smith,student346@univ.edu,Male,21,Mathematics,58.37,46,97,70.65,55.94,48.1,76.67,85.99,D,15.5,No,Yes,High School,Medium,6
S347,Liam,Davis,student347@univ.edu,Male,18,Engineering,79.47,99,74,98.4,72.36,40.36,99.76,64.6,A,9.7,Yes,Yes,Bachelor's,Low,3
S348,Ali,Johnson,student348@univ.edu,Male,21,Engineering,74.31,45,44,56.94,58.38,12.84,96.46,56.82,F,14.2,Yes,Yes,Bachelor's,Medium,4
S349,Ali,Jones,student349@univ.edu,Male,20,Engineering,97.9,63,96,64.97,87.51,87.68,72.51,55.49,C,16.5,No,Yes,None,High,3
S350,John,Williams,student350@univ.edu,Male,23,CS,60.56,95,86,71.22,97.96,55.3,58.42,90.63,A,22.3,No,No,High School,Low,10
S351,Omar,Williams,student351@univ.edu,Female,23,Engineering,71.0,54,93,59.32,70.14,87.49,68.07,72.0,C,22.0,No,No,Master's,Low,9
